occurrence_id,keyword,keyword_romanization,subject,book_slug,book_title,reader_page,occurrence_on_page,char_position_in_page,left_context,keyword_in_context,right_context,context_compact,source_file,source_url
330,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,12,4,483,"自由,那麼個人有甚麼影響?(民族不得自由,個人就要受人壓迫終至於不得自由。所以個人要眞能自由,須先使",民族,"得完全自由;要民族得完全自由,須犧牲個人的自由)天生人類,是不是平等?(不是,天生人類,有聖賢才智平","自由,那麼個人有甚麼影響?(民族不得自由,個人就要受人壓迫終至於不得自由。所以個人要眞能自由,須先使民族得完全自由;要民族得完全自由,須犧牲個人的自由)天生人類,是不是平等?(不是,天生人類,有聖賢才智平",xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
331,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,12,5,492,"麼影響?(民族不得自由,個人就要受人壓迫終至於不得自由。所以個人要眞能自由,須先使民族得完全自由;要",民族,"得完全自由,須犧牲個人的自由)天生人類,是不是平等?(不是,天生人類,有聖賢才智平庸愚劣之不同,不可","麼影響?(民族不得自由,個人就要受人壓迫終至於不得自由。所以個人要眞能自由,須先使民族得完全自由;要民族得完全自由,須犧牲個人的自由)天生人類,是不是平等?(不是,天生人類,有聖賢才智平庸愚劣之不同,不可",xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
332,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,13,1,440,"等自由這一說,以打破君主的專制;學者創造這一說,是想打破人爲的不平等的。)五整理要項(個人方面|要爲",民族,犧牲一部分的自由由自册民族方面|要互相團結求得完全自由(天然的|有聖賢才智平庸愚劣等八級不平等(人造,"等自由這一說,以打破君主的專制;學者創造這一說,是想打破人爲的不平等的。)五整理要項(個人方面|要爲民族犧牲一部分的自由由自册民族方面|要互相團結求得完全自由(天然的|有聖賢才智平庸愚劣等八級不平等(人造",xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
333,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,13,2,453,"專制;學者創造這一說,是想打破人爲的不平等的。)五整理要項(個人方面|要爲民族犧牲一部分的自由由自册",民族,方面|要互相團結求得完全自由(天然的|有聖賢才智平庸愚劣等八級不平等(人造的|有帝王公侯伯子男民等八,"專制;學者創造這一說,是想打破人爲的不平等的。)五整理要項(個人方面|要爲民族犧牲一部分的自由由自册民族方面|要互相團結求得完全自由(天然的|有聖賢才智平庸愚劣等八級不平等(人造的|有帝王公侯伯子男民等八",xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
334,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,14,1,66,的區別(2)反省從前有沒有侵犯他人自由的行爲。學敎本課民公用級高學小準標程課新10(3)硏究個人須爲,民族,犧牲那一部分的自由。田調査現在社會上有那幾種不平等的階級。〔參考】〔自由的界限」羅蘭_夫人說:「自由,的區別(2)反省從前有沒有侵犯他人自由的行爲。學敎本課民公用級高學小準標程課新10(3)硏究個人須爲民族犧牲那一部分的自由。田調査現在社會上有那幾種不平等的階級。〔參考】〔自由的界限」羅蘭_夫人說:「自由,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
335,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,105,1,69,"自治,以加重訓政能力,而努力推行自治田自治之事務,當以自安爲中心,並應注意於掃除不安之原因,尤須振作",民族,"精神,培植民族力量,使全民均有軍事之訓練。册三第J0}(第三册完)","自治,以加重訓政能力,而努力推行自治田自治之事務,當以自安爲中心,並應注意於掃除不安之原因,尤須振作民族精神,培植民族力量,使全民均有軍事之訓練。册三第J0}(第三册完)",xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
336,民族,minzu,civics,xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3,小学公民课本教学法（高级第三册）,105,2,76,"政能力,而努力推行自治田自治之事務,當以自安爲中心,並應注意於掃除不安之原因,尤須振作民族精神,培植",民族,"力量,使全民均有軍事之訓練。册三第J0}(第三册完)","政能力,而努力推行自治田自治之事務,當以自安爲中心,並應注意於掃除不安之原因,尤須振作民族精神,培植民族力量,使全民均有軍事之訓練。册三第J0}(第三册完)",xiaoxue-gongmin-keben-jiaoxuefa-gaoji-3_reader-pages-1-108_ocr-json-extracted.txt,https://hgfagb180a66d006b4300sfxx9nbuf6u9f60vugacx.libproxy.ruc.edu.cn/readBook/633872b1-d5fe-4e47-a3a8-b4fcaa08078e/1
337,民族,minzu,geography,fuxing-dili-jiaokeshu-gaoxiao-2,复兴地理教科书（高小第二册）,3,1,210,"文現象的因果關係;對於國恥地和中|山先生的實業_計劃,尤三西康的形勢十四洪澤湖和淮水爲注意,藉以指示",民族,"復興的途徑。四四川的盆地和物產十五銅山和創縣在交通上的地位(三)本書編制採用總合分析法,打破論理的排","文現象的因果關係;對於國恥地和中|山先生的實業_計劃,尤三西康的形勢十四洪澤湖和淮水爲注意,藉以指示民族復興的途徑。四四川的盆地和物產十五銅山和創縣在交通上的地位(三)本書編制採用總合分析法,打破論理的排",fuxing-dili-jiaokeshu-gaoxiao-2_reader-pages-1-56_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/introduceBook/8f0cc0bf-29d0-418c-beeb-1f236c660916
338,民族,minzu,geography,shehui-keben-dili-bian-4,社会课本（地理编 第四册）,3,1,618,美洲南非洲印度東澳洲等地的鐵路網全世界的航空郵電狀况明世界大勢的繼續研究帝國主義的國家社會主義的國家,民族,自決主義的國家地球形狀兩極赤道五帶經緯地殼地軸南極北極經水半球陸半球三大洋七大陸海港灣海峽潮汐洋流半,美洲南非洲印度東澳洲等地的鐵路網全世界的航空郵電狀况明世界大勢的繼續研究帝國主義的國家社會主義的國家民族自決主義的國家地球形狀兩極赤道五帶經緯地殼地軸南極北極經水半球陸半球三大洋七大陸海港灣海峽潮汐洋流半,shehui-keben-dili-bian-4_reader-pages-1-48_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/introduceBook/6ac7bd40-bd44-44ce-a020-a5c3fee03b90
339,民族,minzu,geography,shehui-keben-dili-bian-4,社会课本（地理编 第四册）,38,1,266,".其政治主張與別的國家截然不同.所以過去受國際間種種的攻擊,最近卻也佔得相當的地位.第三、是要求實現",民族,"自決主義的國家.他們因過去或現在,受列強的侵略和壓迫,致主權喪失,國土減削,經濟破產;有的淪爲殖民地",".其政治主張與別的國家截然不同.所以過去受國際間種種的攻擊,最近卻也佔得相當的地位.第三、是要求實現民族自決主義的國家.他們因過去或現在,受列強的侵略和壓迫,致主權喪失,國土減削,經濟破產;有的淪爲殖民地",shehui-keben-dili-bian-4_reader-pages-1-48_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/introduceBook/6ac7bd40-bd44-44ce-a020-a5c3fee03b90
340,民族,minzu,geography,shehui-keben-dili-bian-4,社会课本（地理编 第四册）,39,1,12,"些國家,現在都覺醒了,本",民族,"自決的精神,謀國家的獨立和自主,中|國、土耳|其、印|度、埃|及等,都可爲代表.(問題】山全世界的人","些國家,現在都覺醒了,本民族自決的精神,謀國家的獨立和自主,中|國、土耳|其、印|度、埃|及等,都可爲代表.(問題】山全世界的人",shehui-keben-dili-bian-4_reader-pages-1-48_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/introduceBook/6ac7bd40-bd44-44ce-a020-a5c3fee03b90
341,民族,minzu,geography,zhongwai-dili,中外地理,59,1,95,"人或一二人。順流而下,勢如奔馬,但不能行逆流。渡過了水便負之而行。46西...康除漢̅族外,還有什麽",民族,"?西̅康民族,比較複雜,漢̅族外,有藏族,有玀...玀、白̅夷、「蒙古等族,其中以藏族爲最多。藏族多","人或一二人。順流而下,勢如奔馬,但不能行逆流。渡過了水便負之而行。46西...康除漢̅族外,還有什麽民族?西̅康民族,比較複雜,漢̅族外,有藏族,有玀...玀、白̅夷、「蒙古等族,其中以藏族爲最多。藏族多",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
342,民族,minzu,geography,zhongwai-dili,中外地理,59,2,101,"順流而下,勢如奔馬,但不能行逆流。渡過了水便負之而行。46西...康除漢̅族外,還有什麽民族?西̅康",民族,",比較複雜,漢̅族外,有藏族,有玀...玀、白̅夷、「蒙古等族,其中以藏族爲最多。藏族多住居巴安以西","順流而下,勢如奔馬,但不能行逆流。渡過了水便負之而行。46西...康除漢̅族外,還有什麽民族?西̅康民族,比較複雜,漢̅族外,有藏族,有玀...玀、白̅夷、「蒙古等族,其中以藏族爲最多。藏族多住居巴安以西",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
343,民族,minzu,geography,zhongwai-dili,中外地理,66,1,63,和法屬安南。面積三九八、五八三平方公里。(二)人口全省人口一千零六十五萬。平均每方公里二十六人。省內,民族,",漢「族以外,有花苗玀玀、擺夷、開欽等。種族複雜,爲各省冠。(三)地形全省盡屬高地,平均高度在一千五","和法屬安南。面積三九八、五八三平方公里。(二)人口全省人口一千零六十五萬。平均每方公里二十六人。省內民族,漢「族以外,有花苗玀玀、擺夷、開欽等。種族複雜,爲各省冠。(三)地形全省盡屬高地,平均高度在一千五",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
344,民族,minzu,geography,zhongwai-dili,中外地理,105,1,228,"四平方公里。在全國中面積最大。(二)人口全省人口二百五十七萬。密度平均每方公里不到二人。以東部較密,",民族,"頗複雜,除漢人外,有纏...頭囘、東干囘、哈薩克、滿̅人、蒙古人等。(三)地形新疆省位於我國的西北,","四平方公里。在全國中面積最大。(二)人口全省人口二百五十七萬。密度平均每方公里不到二人。以東部較密,民族頗複雜,除漢人外,有纏...頭囘、東干囘、哈薩克、滿̅人、蒙古人等。(三)地形新疆省位於我國的西北,",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
345,民族,minzu,geography,zhongwai-dili,中外地理,114,1,8,第四編總結人口1,民族,"怎樣造成的?民族不單是一種人口,更不僅是一種文化,民族的造成,是全靠自然力的。自然力最顯著的有六種:","第四編總結人口1民族怎樣造成的?民族不單是一種人口,更不僅是一種文化,民族的造成,是全靠自然力的。自然力最顯著的有六種:",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
346,民族,minzu,geography,zhongwai-dili,中外地理,114,2,16,第四編總結人口1民族怎樣造成的?,民族,"不單是一種人口,更不僅是一種文化,民族的造成,是全靠自然力的。自然力最顯著的有六種:就是血統、生活、","第四編總結人口1民族怎樣造成的?民族不單是一種人口,更不僅是一種文化,民族的造成,是全靠自然力的。自然力最顯著的有六種:就是血統、生活、",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
347,民族,minzu,geography,zhongwai-dili,中外地理,114,3,35,"第四編總結人口1民族怎樣造成的?民族不單是一種人口,更不僅是一種文化,",民族,"的造成,是全靠自然力的。自然力最顯著的有六種:就是血統、生活、語言、宗教、風俗、習慣,這六種自然力,","第四編總結人口1民族怎樣造成的?民族不單是一種人口,更不僅是一種文化,民族的造成,是全靠自然力的。自然力最顯著的有六種:就是血統、生活、語言、宗教、風俗、習慣,這六種自然力,",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
348,民族,minzu,geography,zhongwai-dili,中外地理,114,4,108,"種:就是血統、生活、語言、宗教、風俗、習慣,這六種自然力,能彀使人和人漸次接觸,漸次結合,形成爲整個",民族,"。2自然環境與民族文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主","種:就是血統、生活、語言、宗教、風俗、習慣,這六種自然力,能彀使人和人漸次接觸,漸次結合,形成爲整個民族。2自然環境與民族文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
349,民族,minzu,geography,zhongwai-dili,中外地理,114,5,117,"、語言、宗教、風俗、習慣,這六種自然力,能彀使人和人漸次接觸,漸次結合,形成爲整個民族。2自然環境與",民族,"文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主要的關係有:氣候̅","、語言、宗教、風俗、習慣,這六種自然力,能彀使人和人漸次接觸,漸次結合,形成爲整個民族。2自然環境與民族文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主要的關係有:氣候̅",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
350,民族,minzu,geography,zhongwai-dili,中外地理,114,6,129,",這六種自然力,能彀使人和人漸次接觸,漸次結合,形成爲整個民族。2自然環境與民族文化有甚麽關係?原始",民族,"完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主要的關係有:氣候̅寒煖温度的不同,限制人類",",這六種自然力,能彀使人和人漸次接觸,漸次結合,形成爲整個民族。2自然環境與民族文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主要的關係有:氣候̅寒煖温度的不同,限制人類",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
351,民族,minzu,geography,zhongwai-dili,中外地理,114,7,147,",漸次結合,形成爲整個民族。2自然環境與民族文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與",民族,"文化有顯著的關係。其主要的關係有:氣候̅寒煖温度的不同,限制人類在地球上的散佈。温帶人口稠密,寒熱帶",",漸次結合,形成爲整個民族。2自然環境與民族文化有甚麽關係?原始民族完全受支配於自然環境,自然環境與民族文化有顯著的關係。其主要的關係有:氣候̅寒煖温度的不同,限制人類在地球上的散佈。温帶人口稠密,寒熱帶",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
352,民族,minzu,geography,zhongwai-dili,中外地理,114,8,288,"異。地形̅山岳人民趨於保守,大河流域,易於進步,濱近海洋可鼓勵冒險鬭爭,沙漠與荒原可驅使掠奪。因此,",民族,"性與社會組織各有其特點而殊異。自然與物質生活̅物質生看爲人類文化的基礎,因自然賜與的不同,而智慧程度","異。地形̅山岳人民趨於保守,大河流域,易於進步,濱近海洋可鼓勵冒險鬭爭,沙漠與荒原可驅使掠奪。因此,民族性與社會組織各有其特點而殊異。自然與物質生活̅物質生看爲人類文化的基礎,因自然賜與的不同,而智慧程度",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
353,民族,minzu,geography,zhongwai-dili,中外地理,115,1,26,總結依衣服與裝飾之裸露與否而顯示寒熱帶的區別。3中華,民族,"分布的狀况怎樣?中華民族槪屬黃種,其中可分爲漢滿蒙」囘藏苗等族,各族分布狀况,大抵漢̅族以黃̅河、長","總結依衣服與裝飾之裸露與否而顯示寒熱帶的區別。3中華民族分布的狀况怎樣?中華民族槪屬黃種,其中可分爲漢滿蒙」囘藏苗等族,各族分布狀况,大抵漢̅族以黃̅河、長",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
354,民族,minzu,geography,zhongwai-dili,中外地理,115,2,38,總結依衣服與裝飾之裸露與否而顯示寒熱帶的區別。3中華民族分布的狀况怎樣?中華,民族,"槪屬黃種,其中可分爲漢滿蒙」囘藏苗等族,各族分布狀况,大抵漢̅族以黃̅河、長江、粤江三大流域爲根據地","總結依衣服與裝飾之裸露與否而顯示寒熱帶的區別。3中華民族分布的狀况怎樣?中華民族槪屬黃種,其中可分爲漢滿蒙」囘藏苗等族,各族分布狀况,大抵漢̅族以黃̅河、長江、粤江三大流域爲根據地",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
355,民族,minzu,geography,zhongwai-dili,中外地理,115,3,309,..康、靑...海、雲...南、四̅川等地。苗̅族多在南嶺一帶。4中華民̅族性有什麽優點和缺點?中華,民族,"性大都是堅忍、勤儉、誠實、耐勞的。但因自然地理的影響,各地民性,又大同小異,卽以漢族言,黃河流域的人","..康、靑...海、雲...南、四̅川等地。苗̅族多在南嶺一帶。4中華民̅族性有什麽優點和缺點?中華民族性大都是堅忍、勤儉、誠實、耐勞的。但因自然地理的影響,各地民性,又大同小異,卽以漢族言,黃河流域的人",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
356,民族,minzu,geography,zhongwai-dili,中外地理,115,4,439,",有冒險進取精神。蒙̅、藏̅、「囘諸族對於宗教,都信仰極深,所以團結力很強。滿族饒勇,苗族慓悍。但各",民族,"有一共同的弱點,卽因受宗族觀念太深,以致利己心很強,缺乏同情心,富有愛鄕心,敷衍苟安,沒有遠大的目的",",有冒險進取精神。蒙̅、藏̅、「囘諸族對於宗教,都信仰極深,所以團結力很強。滿族饒勇,苗族慓悍。但各民族有一共同的弱點,卽因受宗族觀念太深,以致利己心很強,缺乏同情心,富有愛鄕心,敷衍苟安,沒有遠大的目的",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
357,民族,minzu,geography,zhongwai-dili,中外地理,116,1,147,"十倍於英倫三島,十一倍於法、意̅。但增加的速度反較各國爲遲。中̅山先生對於我國人口的減少,以爲是我們",民族,"的危險。他說:‘各國所以一時不能吞倂中國的原因,乃由於各國人口與中國人口比較,尙屬過少。到一百年以後","十倍於英倫三島,十一倍於法、意̅。但增加的速度反較各國爲遲。中̅山先生對於我國人口的減少,以爲是我們民族的危險。他說:‘各國所以一時不能吞倂中國的原因,乃由於各國人口與中國人口比較,尙屬過少。到一百年以後",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
358,民族,minzu,geography,zhongwai-dili,中外地理,116,2,251,"我國人口不增加,各國人口增加極多,則各國卽將以其多數而征服少數,中國不但失去主權要亡國,中國人被他們",民族,"所消化,還要滅種。6我國人口甚麽地方最密?甚麽地方最疏?人口分布過於不平均,有什麽弊害?我國人口分佈","我國人口不增加,各國人口增加極多,則各國卽將以其多數而征服少數,中國不但失去主權要亡國,中國人被他們民族所消化,還要滅種。6我國人口甚麽地方最密?甚麽地方最疏?人口分布過於不平均,有什麽弊害?我國人口分佈",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
359,民族,minzu,geography,zhongwai-dili,中外地理,133,1,158,"其共和國。還有俾路支、不̅丹、尼伯爾、伊拉克諸國,雖有獨立國的名義,實屬於英國的勢力範圍。2亞̅洲的",民族,"分布狀况怎樣?亞̅洲大陸上,除了西部和南部是白種人的區域外,其餘都爲黃種人所分布。如在中̅國有漢̅、","其共和國。還有俾路支、不̅丹、尼伯爾、伊拉克諸國,雖有獨立國的名義,實屬於英國的勢力範圍。2亞̅洲的民族分布狀况怎樣?亞̅洲大陸上,除了西部和南部是白種人的區域外,其餘都爲黃種人所分布。如在中̅國有漢̅、",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
360,民族,minzu,geography,zhongwai-dili,中外地理,133,2,221,"陸上,除了西部和南部是白種人的區域外,其餘都爲黃種人所分布。如在中̅國有漢̅、滿「、蒙「、囘̅、藏各",民族,",在日̅本的有大和族,在朝̅鮮的有三̅韓族,在土̅耳其的有突厥族。白種多居於印度、波斯、阿剌伯、敍利","陸上,除了西部和南部是白種人的區域外,其餘都爲黃種人所分布。如在中̅國有漢̅、滿「、蒙「、囘̅、藏各民族,在日̅本的有大和族,在朝̅鮮的有三̅韓族,在土̅耳其的有突厥族。白種多居於印度、波斯、阿剌伯、敍利",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
361,民族,minzu,geography,zhongwai-dili,中外地理,142,1,434,",乏建設能力;B物產豐富,謀生容易,致民性懶惰,乏進取的心。二人文上的原因̅A語言複雜,多至百餘種,",民族,"不易統一,精神散漫;B階級森嚴,乏團結心;。迷信宗教,國家觀念薄弱。3印̅度那些都會在商業上佔着重要",",乏建設能力;B物產豐富,謀生容易,致民性懶惰,乏進取的心。二人文上的原因̅A語言複雜,多至百餘種,民族不易統一,精神散漫;B階級森嚴,乏團結心;。迷信宗教,國家觀念薄弱。3印̅度那些都會在商業上佔着重要",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
362,民族,minzu,geography,zhongwai-dili,中外地理,143,1,502,"國。分述如下:一英...屬俾路...支(Baluchistan)...占伊̅蘭高原東南部,爲一個遊牧",民族,的酋長國。分直轄和屬藩二部;北部受印̅度政,"國。分述如下:一英...屬俾路...支(Baluchistan)...占伊̅蘭高原東南部,爲一個遊牧民族的酋長國。分直轄和屬藩二部;北部受印̅度政",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
363,民族,minzu,geography,zhongwai-dili,中外地理,144,1,520,"an)爲獨立部落。大戰後,土屬地分崩,那時有漢志̅王國Hejaz)建國於紅̅海沿岸。一九二四年華哈比",民族,"奉內志王騷特爲首領,滅了漢志,兼了他","an)爲獨立部落。大戰後,土屬地分崩,那時有漢志̅王國Hejaz)建國於紅̅海沿岸。一九二四年華哈比民族奉內志王騷特爲首領,滅了漢志,兼了他",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
364,民族,minzu,geography,zhongwai-dili,中外地理,151,1,116,"地勢低平,海岸線最長,且多曲折,爲促進文明的重要原因。二人文方面̅水陸交通,無不完美,鐵道密如蛛網且",民族,"思想主重進化,結果科學發達,成爲今日的爛燦文化。三政治方面̅歐̅洲面積雖小,可是政治區域特多,國際間","地勢低平,海岸線最長,且多曲折,爲促進文明的重要原因。二人文方面̅水陸交通,無不完美,鐵道密如蛛網且民族思想主重進化,結果科學發達,成爲今日的爛燦文化。三政治方面̅歐̅洲面積雖小,可是政治區域特多,國際間",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
365,民族,minzu,geography,zhongwai-dili,中外地理,162,1,348,"匈、」奥、「瑞三國的政體槪況。奥地利戰前與匈牙利聯合爲一帝國,稱奥斯馬加帝國。種族極複雜。大戰後,各",民族,"或獨立或歸附祖國,兩國疆域大削。國內亦起了革命,各分離爲共和國。但匈牙利於一九二〇年又改爲王國。瑞士","匈、」奥、「瑞三國的政體槪況。奥地利戰前與匈牙利聯合爲一帝國,稱奥斯馬加帝國。種族極複雜。大戰後,各民族或獨立或歸附祖國,兩國疆域大削。國內亦起了革命,各分離爲共和國。但匈牙利於一九二〇年又改爲王國。瑞士",zhongwai-dili_reader-pages-1-192_ocr-json-extracted.txt,https://hgfagb180a66d006b4300skxq90uu69qku6n56gacx.libproxy.ruc.edu.cn/readBook/c9fb0420-fa1c-4df4-95e8-738df64d9936/1
